Orthogroup	Willisornis poecilinotus	Acanthisitta chloris	Amazona collaria	Camarhynchus parvulus	Corapipo altera	Corvus brachyrhynchos	Corvus cornix	Cyanistes caeruleus	Empidonax trailli	Erythrura gouldiae	Falco cherug	Falco peregrinus	Ficedula albicollis	Geospiza fortis	Junco hyemalis	Lepidothrix coronata	Lonchura striata	Manacus vitellinus	Melopsittacus undulatus	Neopelma chrysocephalum	Nestor notabilis	Parus major	Pipra filicauda	Pseudopodoces humilis	Serinus canaria	Taeniopygia guttata	Zonotrichia albicollis	Hypocnemis ochrogyna	Rhegmatorhina melanosticta
OG0012825	1	0	2	1	1	0	0	0	1	1	1	1	0	0	1	1	1	0	1	1	0	1	1	1	1	1	0	0	0
OG0012826	1	0	2	1	1	0	0	0	1	0	0	0	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0
OG0012827	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	1	0	0	1
OG0012828	1	1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	0	1	1	1	1	0	1	1	0	1	0	0	0
OG0012829	1	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	1	0	1	0
OG0012830	1	0	1	1	1	0	1	0	1	1	0	0	1	0	1	1	1	0	0	1	0	1	1	1	1	1	1	1	0
OG0012831	1	1	1	1	1	0	0	0	1	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1
OG0012832	1	0	1	1	1	0	0	0	1	1	1	1	1	0	1	1	1	0	0	1	0	1	1	1	1	1	0	1	0
OG0012833	1	1	1	1	1	0	0	0	1	1	1	1	1	0	1	1	1	0	0	1	0	1	1	1	0	1	0	1	0
OG0012834	1	1	0	1	0	1	1	1	0	1	1	1	1	1	1	0	1	0	0	0	1	1	0	1	1	1	1	0	0
OG0012835	1	0	2	1	1	0	0	0	1	1	0	0	1	0	1	1	1	0	0	1	0	1	1	1	1	1	0	1	1
OG0012836	3	0	0	1	1	1	0	0	1	1	2	1	0	1	0	0	0	0	0	1	0	1	1	1	0	1	0	2	0
OG0012837	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	1	1	0	1	1	0	1	0	1	1
OG0012838	1	0	0	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	0	1	0	1	1	1	0	0	1	1	1
OG0012839	1	0	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	0	0	1	1
OG0012840	1	0	1	1	1	0	0	0	1	1	1	1	1	0	1	1	1	0	0	1	0	1	1	1	1	0	0	1	1
OG0012841	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	0	0	1	1	0	0	0	1	1
OG0012842	3	1	2	0	0	0	0	1	0	0	0	0	0	0	2	1	1	0	1	0	2	0	0	0	0	0	1	3	2
OG0012843	1	0	0	0	1	1	1	0	1	1	1	1	0	1	0	1	1	0	0	1	0	1	0	1	1	2	0	1	2
OG0012844	1	0	1	1	3	0	0	0	1	1	0	0	1	0	1	0	1	0	0	2	0	1	1	1	0	1	0	1	1
OG0012845	1	0	0	1	1	0	0	0	1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	0	1	0
OG0012846	1	0	3	1	1	0	0	0	1	1	1	1	1	0	1	0	1	0	0	1	0	1	1	1	1	1	0	1	0
OG0012847	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	1	1	1	0	0	1	1	1
OG0012848	1	1	1	1	1	0	0	0	0	1	0	0	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1
OG0012849	1	0	0	1	1	1	1	0	2	0	1	1	1	1	0	1	0	0	1	1	0	0	1	1	0	0	1	1	1
OG0012850	1	0	1	1	1	0	0	1	1	1	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	0	1	1
OG0012851	1	0	2	1	1	0	0	0	1	1	0	1	1	0	0	1	1	1	1	1	0	0	1	1	0	1	0	1	1
OG0012852	1	0	2	1	1	0	0	0	1	1	0	0	1	0	1	1	1	0	1	1	0	0	1	2	0	1	0	1	1
OG0012853	1	0	1	1	0	1	0	0	1	1	1	1	0	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	0
OG0012854	1	1	1	1	1	0	0	0	1	0	0	0	1	0	1	1	1	0	1	1	0	1	1	1	1	0	1	1	1
OG0012855	1	1	1	0	0	0	0	1	0	1	1	1	0	1	1	1	1	1	1	0	0	1	0	0	1	1	1	1	1
OG0012856	1	1	1	1	2	1	0	0	1	1	0	1	1	1	1	0	1	0	0	1	0	1	0	1	1	0	0	1	0
OG0012857	2	1	1	1	1	0	0	0	1	0	1	1	0	0	1	1	0	0	1	1	1	1	1	1	0	0	0	1	1
OG0012858	1	0	1	0	1	0	0	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1
OG0012859	1	0	1	1	1	0	0	0	1	1	0	1	1	0	1	1	1	1	0	1	0	1	1	1	0	1	0	1	1
OG0012860	1	0	1	1	1	0	0	0	1	1	0	1	0	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1
OG0012861	2	0	0	1	1	1	1	0	1	0	1	1	0	1	0	0	0	0	0	1	0	1	1	1	0	0	1	2	2
OG0012862	1	0	1	1	1	0	0	0	1	1	0	0	0	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1
OG0012863	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	0	1	0	1	1	1	0	0	0	1	1
OG0012864	1	0	1	1	1	0	0	0	1	1	0	0	0	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1
OG0012865	1	0	1	1	1	0	0	0	1	1	0	0	0	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1
OG0012866	1	0	1	1	1	0	0	0	1	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0
OG0012867	1	0	1	1	1	0	0	0	1	1	0	0	1	1	0	1	1	0	1	1	0	1	1	1	0	1	1	1	1
OG0012868	1	0	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	0	0	1	0	1	1	1	0	0	0	1	1
OG0012869	1	0	0	0	1	1	1	0	1	1	1	1	0	0	1	0	0	0	0	3	0	0	2	2	0	1	0	1	1
OG0012870	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	1	1	1	1	0	1	0	0	0	0	1	1
OG0012871	1	0	1	1	1	1	1	1	1	0	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	1	0	1	1
OG0012872	3	1	0	0	1	0	0	1	2	0	0	0	0	0	1	1	0	1	0	2	0	0	0	0	1	0	2	3	1
OG0012873	1	0	2	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	1	1	0	1	1	1	0	0	1	1	1
OG0012874	1	0	1	1	1	0	0	0	1	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1
OG0012875	1	0	0	1	1	0	0	0	1	1	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1
OG0012876	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	0	0	0	0	1	1	0	1	1	0	1	0	1	1
OG0012877	1	0	1	1	1	0	0	0	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	0	0	0
OG0012878	1	0	1	1	1	0	0	0	1	1	0	0	1	0	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1
OG0012879	1	1	1	0	1	1	1	1	1	0	1	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	1	1
OG0012880	1	0	1	1	1	0	0	0	1	1	0	0	1	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1
OG0012881	1	0	1	1	1	0	0	0	1	1	0	0	1	0	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1
OG0012882	1	0	0	1	1	1	0	0	0	1	1	1	2	1	1	1	0	0	1	1	0	1	1	1	0	1	0	1	1
OG0012883	1	0	0	1	1	0	0	0	1	4	0	0	0	0	1	1	1	0	1	1	0	1	1	1	0	1	0	1	1
OG0012884	1	0	1	1	1	1	0	0	1	1	1	1	0	0	1	0	0	0	1	1	0	1	1	1	1	1	0	1	1
OG0012885	1	0	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	0	0	1	0	1	1	1	0	1	0	1	0
OG0012886	1	1	1	1	0	1	0	1	0	0	1	1	1	1	1	0	1	1	0	0	1	0	1	1	1	0	0	2	0
OG0012887	1	0	0	0	1	1	1	1	3	0	0	0	1	1	1	0	0	0	0	1	0	1	4	1	0	1	0	1	0
OG0012888	1	0	0	1	1	1	1	0	1	0	1	1	1	1	1	0	0	0	0	1	0	1	1	1	0	1	1	1	1
OG0012889	1	1	1	1	1	1	0	0	1	0	1	1	0	0	1	1	1	1	0	1	0	1	1	1	0	0	0	1	1
OG0012890	1	0	0	2	1	0	2	1	0	1	0	0	0	1	1	1	1	0	1	1	0	1	2	0	0	1	1	0	0
OG0012891	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	0	0	0
OG0012892	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	0	1	0	1	1	1	0	1	0	1	0
OG0012893	1	1	0	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	1
OG0012894	1	0	1	1	1	0	0	0	1	1	1	1	1	0	0	1	1	0	0	1	0	1	1	1	1	1	0	1	1
OG0012895	1	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	0	1	0	0	1	1	0	0	0	1	1
OG0012896	1	0	0	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0	2	1	0	1	1	1	1	1	0	0	0
OG0012897	1	1	1	1	1	1	1	0	1	0	1	1	0	1	0	1	0	0	1	1	1	0	1	0	0	0	0	3	1
OG0012898	0	1	0	1	0	1	0	1	1	1	0	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	0
OG0012899	0	1	1	1	0	1	0	0	0	0	2	2	0	0	1	0	1	0	1	2	1	0	2	1	0	2	0	0	0
OG0012900	0	1	1	1	0	0	0	1	1	0	1	1	1	0	1	1	1	0	1	2	1	1	0	1	1	1	0	0	0
OG0012901	0	1	1	1	0	1	0	0	0	0	0	0	0	0	3	1	3	1	3	0	0	0	0	0	1	2	2	0	0
OG0012902	0	1	1	0	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0
OG0012903	0	1	1	1	0	1	0	1	1	2	1	1	0	1	1	1	1	1	0	1	0	0	1	1	1	0	0	1	0
OG0012904	0	1	0	1	2	0	0	1	1	0	0	0	0	0	1	0	1	1	0	3	1	1	2	1	0	1	1	0	0
OG0012905	0	1	1	1	1	1	0	0	1	1	1	1	2	0	1	0	1	0	0	0	0	0	2	1	0	1	2	0	0
OG0012906	0	3	1	1	0	0	0	1	0	1	1	1	0	0	0	1	2	0	1	1	1	1	0	1	2	1	0	0	0
OG0012907	0	1	1	1	2	0	0	0	1	1	1	1	1	0	1	1	1	0	0	1	0	1	1	1	0	1	0	1	0
OG0012908	0	1	1	1	2	0	0	0	1	0	0	1	0	0	2	1	1	0	0	2	0	1	2	2	1	1	0	0	0
OG0012909	0	1	0	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	0	1	0	1	1	1	0	0	0	1	1
OG0012910	0	1	1	0	1	1	1	0	1	0	0	1	0	2	0	3	0	3	1	1	1	0	1	0	0	0	0	0	0
OG0012911	0	1	0	1	1	1	0	1	0	0	1	1	1	1	0	1	1	0	0	1	0	0	1	1	1	2	0	2	0
OG0012912	0	1	2	1	0	1	0	2	1	1	1	1	1	1	1	0	1	0	0	1	0	0	0	2	0	1	0	0	0
OG0012913	0	1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	0	0	0	0	2	1	0	1	0	1	0
OG0012914	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	0	1	1	1	1	0	1	1	0	0	0	0
OG0012915	0	1	0	1	1	0	0	1	0	1	0	0	2	1	0	0	1	1	1	1	0	0	1	1	1	3	1	0	0
OG0012916	0	1	1	1	1	0	0	1	0	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	0	0	0
OG0012917	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	0	1	0	0	0
OG0012918	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	0	1	1	1	1	1	0	1	1	0	0
OG0012919	0	1	1	0	0	1	1	1	0	1	0	0	1	0	1	1	1	0	2	0	1	1	0	0	3	1	1	0	0
OG0012920	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	2	0	0	0
OG0012921	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	1	0	1	0	0	0
OG0012922	0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	0	0	0	1	1	0	1	1	0	1	0	1	1
OG0012923	0	1	1	1	2	1	0	0	0	0	1	1	2	0	0	0	1	0	1	1	0	1	1	1	0	3	0	0	0
OG0012924	0	1	1	1	1	1	1	0	1	1	1	1	0	1	0	0	1	0	1	1	1	0	1	1	1	1	0	0	0
OG0012925	0	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	0	1	0	1	1	1	0	0
OG0012926	0	1	1	1	0	0	0	1	1	1	0	0	1	1	0	1	1	2	0	1	1	0	0	1	1	2	1	0	0
OG0012927	0	1	1	1	0	1	1	1	0	0	1	1	1	1	1	0	1	0	1	0	1	1	0	1	1	2	0	0	0
OG0012928	0	1	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	0	0	0
OG0012929	0	0	1	0	1	1	1	0	1	1	0	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	0
OG0012930	0	0	1	1	1	1	1	1	1	1	0	0	0	1	0	0	1	0	1	1	1	1	1	1	1	1	1	0	0
OG0012931	0	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	0	1	0
OG0012932	0	0	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	0	0	1	0	1	1	1	0	2	0	1	0
OG0012933	0	0	2	1	1	0	0	1	1	0	1	1	0	1	0	1	0	1	1	1	1	0	1	1	1	2	0	0	0
OG0012934	0	0	1	1	1	1	0	1	1	0	1	1	0	1	1	0	1	0	0	2	0	0	1	2	1	2	0	0	0
OG0012935	0	0	2	0	0	0	0	4	0	1	0	0	0	0	0	1	3	1	0	0	0	0	0	1	1	6	0	0	0
OG0012936	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	0	0
OG0012937	0	0	1	1	1	0	0	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	0
OG0012938	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	1	0	1	1	1	1	1	0	0	0
OG0012939	0	0	1	1	1	0	0	0	1	1	1	1	1	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1
OG0012940	0	0	2	1	1	1	0	0	2	0	1	1	1	1	0	0	1	0	0	1	0	1	1	1	0	3	0	0	0
OG0012941	0	0	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	0	0	1	0	1	1	1	1	1	0	1	0
OG0012942	0	0	1	1	2	1	0	1	0	1	0	1	0	1	0	2	1	1	0	1	0	0	2	1	1	2	0	0	0
OG0012943	0	0	1	1	1	0	0	1	1	1	0	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	0	0	1
OG0012944	0	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0	0	1	0	1	1	1	0	1	0	1	0
OG0012945	0	0	1	1	1	1	0	0	2	0	1	1	1	0	1	0	1	0	1	1	0	1	1	1	1	1	0	1	0
OG0012946	0	0	1	1	1	1	0	0	2	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	0	0	0
OG0012947	0	0	1	1	1	0	0	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0
OG0012948	0	0	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	0
OG0012949	0	0	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	0	1	1	0	1	0	0
OG0012950	0	0	0	1	4	1	1	0	1	1	1	1	0	0	1	0	1	0	0	2	0	1	1	1	0	1	0	0	0
OG0012951	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	0	1	1	0	0	0	1	1
OG0012952	0	0	0	1	1	1	1	1	0	1	0	0	1	1	1	1	1	2	0	0	0	1	1	1	1	1	1	0	0
OG0012953	0	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	1	0	1	1	1	1	1	1	0	0
OG0012954	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	2	0	0	0
OG0012955	0	0	0	1	0	1	0	4	0	1	0	0	1	1	1	0	1	0	0	1	0	0	1	1	1	3	1	0	0
OG0012956	0	0	0	1	1	1	0	1	2	1	1	0	1	1	0	1	1	1	0	1	0	1	0	1	1	1	1	0	0
OG0012957	0	0	0	0	0	0	1	1	0	3	0	0	1	1	1	0	2	2	1	0	0	0	0	0	2	0	1	1	2
OG0012958	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	4	0	1	1	0	0	2	1	0	1	3	2	0	0
OG0012959	1	0	1	1	1	0	0	0	1	1	0	0	1	0	1	1	1	0	1	1	0	1	1	1	1	1	0	0	1
OG0012960	1	0	0	1	1	0	0	1	1	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	0	0	1	0
OG0012961	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	0	0	0	0	1	1	0	1	1	0	0	0	1	1
OG0012962	1	0	1	1	1	0	0	0	1	1	1	1	1	0	1	1	1	0	0	1	0	1	1	1	0	1	0	1	0
OG0012963	1	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	1	0	1	1	0	1	1	1	1	1	0	0	1
OG0012964	1	0	0	1	1	1	1	1	1	0	1	1	0	1	0	0	1	0	0	1	1	1	1	0	0	1	1	1	1
OG0012965	1	0	1	1	1	1	0	0	1	0	0	0	1	1	0	1	1	0	1	1	0	1	1	1	1	0	0	1	1
OG0012966	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	0	1	0	0	1	1	0	0	0	0	1
OG0012967	2	0	1	0	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	0	1	0	1	0	0
OG0012968	4	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	1	0	0	1	0	1	0	0	0	8	0
OG0012969	1	1	1	1	1	0	0	0	2	0	1	1	0	0	0	1	1	0	0	1	1	1	1	1	0	2	0	0	0
OG0012970	1	1	0	1	1	1	1	0	1	0	1	1	1	1	0	0	0	0	1	1	1	0	1	1	0	0	0	1	1
OG0012971	1	1	1	1	1	1	0	0	1	0	0	1	0	0	1	1	1	1	0	1	0	1	1	1	0	0	0	1	1
OG0012972	1	0	1	1	1	0	0	0	1	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0
OG0012973	1	0	1	1	1	0	0	1	1	1	0	0	1	0	0	1	1	0	0	1	0	1	1	1	0	1	1	1	1
OG0012974	1	1	0	1	1	1	1	0	1	0	1	1	0	1	1	0	0	0	0	1	0	1	1	1	0	1	0	1	1
OG0012975	1	0	1	1	1	0	0	0	1	1	1	1	1	0	1	1	1	0	0	1	0	0	1	1	0	1	0	1	1
OG0012976	1	1	0	1	2	1	0	1	1	0	1	0	0	0	1	1	1	1	0	0	0	0	1	1	0	1	0	1	1
OG0012977	1	0	2	0	1	2	1	1	1	0	1	1	0	0	0	1	0	1	1	0	2	0	1	2	0	0	0	0	0
OG0012978	1	0	1	1	1	0	0	0	1	1	0	0	1	0	1	1	1	1	1	1	0	1	1	1	0	0	0	1	1
OG0012979	1	0	1	1	1	0	0	0	1	1	0	0	0	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1
OG0012980	1	1	2	0	1	0	0	0	1	0	2	2	0	0	0	1	0	1	1	1	1	0	1	0	0	0	0	1	1
OG0012981	2	0	0	1	1	1	0	1	1	2	1	1	1	0	0	1	1	0	0	1	0	1	1	1	0	0	0	1	0
OG0012982	1	0	0	1	1	0	0	0	1	1	1	1	0	0	1	1	1	1	0	2	0	1	1	1	0	1	0	1	0
OG0012983	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	0	0	0	0	1	0	1	1	1	0	1	0	1	0
OG0012984	1	0	1	1	1	0	1	0	1	1	0	0	0	0	1	0	1	0	1	1	0	1	1	1	0	1	1	1	1
OG0012985	1	0	2	0	0	0	0	1	0	1	1	1	0	0	1	1	2	1	2	0	1	1	0	0	1	1	1	0	0
OG0012986	1	0	0	1	1	1	1	0	1	0	1	1	1	1	0	0	0	1	0	1	1	0	1	1	1	0	0	1	1
OG0012987	1	0	1	0	0	0	0	1	0	0	1	0	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1
OG0012988	2	1	1	0	1	0	0	0	1	0	1	2	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	2	2
OG0012989	1	0	1	1	1	0	0	1	1	0	1	1	1	0	1	0	1	1	0	1	0	0	1	1	1	0	0	1	1
OG0012990	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1	0	1	0	1	1	1	0	0	0	0
OG0012991	2	0	3	0	0	1	0	0	0	2	0	0	0	0	1	1	2	1	0	0	0	1	0	0	0	0	1	2	2
OG0012992	1	0	1	1	1	0	0	0	1	1	0	0	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	1	0
OG0012993	1	1	1	1	3	1	0	1	1	0	1	0	0	0	0	0	1	0	0	2	0	0	2	1	1	0	0	0	0
OG0012994	2	0	1	0	2	0	1	1	3	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	1	1	1	2
OG0012995	1	1	1	0	1	0	0	1	1	0	1	1	1	0	0	1	0	1	0	1	1	1	1	1	0	0	0	1	1
OG0012996	1	1	0	1	1	1	1	1	1	1	0	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	1	1	1
OG0012997	1	0	1	0	1	1	1	0	1	0	1	1	1	1	0	0	1	0	0	1	0	1	1	1	0	1	0	1	1
OG0012998	1	0	1	1	1	0	0	0	1	0	1	0	1	0	1	1	1	0	1	1	0	1	1	1	0	1	0	1	1
OG0012999	1	0	1	1	1	0	0	0	1	0	0	0	1	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1
OG0013000	1	0	1	1	1	0	0	0	1	1	0	0	1	0	1	1	1	0	1	1	0	1	1	1	0	1	0	1	1
OG0013001	1	0	1	1	1	0	0	0	1	1	0	0	1	0	0	1	1	0	1	1	0	1	1	1	1	1	0	1	1
OG0013002	1	1	0	1	2	1	0	0	0	0	1	1	1	0	0	0	1	1	0	2	0	0	1	0	0	2	0	1	1
OG0013003	1	0	1	1	1	0	1	1	1	0	0	0	0	0	1	1	1	0	0	1	0	1	1	1	0	1	1	1	1
OG0013004	1	0	1	1	1	0	0	0	2	1	0	0	1	0	1	1	1	0	1	1	0	1	1	1	0	1	1	0	0
OG0013005	1	1	0	1	3	1	1	1	1	0	1	0	0	1	1	1	0	2	0	1	0	0	1	0	0	0	1	0	0
OG0013006	2	2	1	0	1	1	1	0	0	0	1	1	0	0	0	1	0	1	0	1	1	0	1	0	0	0	0	2	2
OG0013007	1	0	0	1	1	1	1	0	1	0	1	1	2	1	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1
OG0013008	1	0	1	1	1	0	0	1	1	1	0	1	0	0	1	1	1	0	1	0	0	1	1	1	0	2	0	1	0
OG0013009	1	0	0	1	2	1	0	0	1	2	0	1	0	1	1	0	0	0	0	2	0	1	1	1	0	1	0	0	1
OG0013010	0	1	1	0	1	2	0	1	0	0	0	1	0	1	1	1	1	1	1	0	1	1	0	0	1	1	1	0	1
OG0013011	0	2	0	1	0	1	0	0	2	2	1	1	0	1	0	0	1	1	0	1	0	0	1	1	0	2	0	0	0
OG0013012	0	1	0	1	1	0	0	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	0	1	1	1	0	0	0
OG0013013	0	1	0	1	1	1	1	0	2	0	1	1	1	1	1	0	0	0	0	2	0	1	1	1	0	1	0	0	0
OG0013014	0	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0
OG0013015	0	1	1	1	2	0	0	0	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	1	0	1	0	0	0
OG0013016	0	1	0	1	1	0	0	1	1	1	1	1	0	1	1	0	1	0	0	1	0	1	1	1	1	1	1	0	0
OG0013017	0	1	1	2	1	0	0	0	1	2	1	1	0	1	1	1	1	0	0	1	0	0	1	1	0	1	0	0	0
OG0013018	0	1	2	0	0	0	0	0	0	1	2	1	0	0	1	1	0	0	1	4	1	0	0	0	1	0	1	1	1
OG0013019	0	1	1	1	0	0	0	0	0	1	1	1	1	0	1	1	1	1	1	0	1	0	0	1	1	1	1	1	0
OG0013020	0	1	2	1	0	0	0	0	1	2	1	1	0	1	2	0	1	0	1	0	0	1	1	1	0	1	0	0	0
OG0013021	0	1	0	1	1	1	0	1	1	0	1	1	1	1	0	1	0	0	0	1	1	1	1	1	0	1	1	0	0
OG0013022	0	1	1	1	0	1	0	0	0	1	0	1	0	1	1	0	2	0	1	2	1	1	0	1	0	2	0	0	0
OG0013023	0	1	1	1	1	0	0	1	1	1	1	1	0	0	1	1	1	0	1	1	0	1	1	1	0	1	0	0	0
OG0013024	0	1	0	1	0	1	1	1	0	1	1	1	1	1	1	0	1	0	0	0	1	1	0	1	1	1	1	0	0
OG0013025	0	1	1	1	0	0	0	0	1	0	1	1	1	0	1	0	1	2	0	2	0	1	1	1	1	1	0	0	0
OG0013026	0	1	1	0	0	1	0	0	3	0	1	1	1	0	0	1	1	1	1	0	1	1	1	1	0	1	0	0	0
OG0013027	0	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	0	0	1	0	1	1	1	0	1	1	0	0
OG0013028	0	1	0	1	2	0	0	0	0	0	1	1	1	1	1	1	1	0	1	2	0	0	0	1	0	2	0	1	0
OG0013029	0	0	1	1	0	0	1	0	1	0	1	1	2	0	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0
OG0013030	0	0	4	0	0	0	0	0	0	1	0	0	0	0	3	2	1	1	2	2	0	0	0	0	3	0	0	0	0
OG0013031	0	0	1	1	0	0	0	1	1	1	0	0	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1
OG0013032	0	0	1	1	1	1	0	0	1	1	1	1	1	0	0	1	1	0	1	2	0	0	1	1	0	1	0	1	0
OG0013033	0	0	1	1	1	0	0	0	1	4	0	0	1	0	0	1	2	0	0	2	0	0	1	1	1	2	0	0	0
OG0013034	0	0	1	1	1	0	0	0	1	1	1	1	0	1	0	0	2	0	0	2	1	1	1	1	0	2	0	0	0
OG0013035	0	0	1	0	1	0	1	0	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	0	0	1	0	1	1
OG0013036	0	0	2	1	1	0	0	0	1	1	0	0	1	0	1	1	1	1	0	1	0	0	1	1	1	1	0	1	1
OG0013037	0	0	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	0	1	0	0	0
OG0013038	0	0	1	0	1	1	0	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0
